TOT_TRXN_AM,TOT_TRXN_CNT,EFFECTIVE.RISK,Activity.Risk,HR.AM,LRF.AM,PASS.THROUGH,TRUSTED.PAIR,RUN.DATE,Overall_risk,Customer ID
12436.7372,14,1,5,12436.7372,0,Y,Y,2/28/2019,Low Risk,8306
14360.88113,24,9,9,14360.88113,0,N,Y,2/28/2019,Low Risk,8398
26051.62138,24,1,5,26051.62138,0,Y,N,2/28/2019,Low Risk,2873
26011.48926,27,5,5,26011.48926,0,N,Y,2/28/2019,Low Risk,6436
20866.43196,6,5,5,20866.43196,0,Y,N,2/28/2019,Low Risk,3190
29538.91759,50,1,5,29538.91759,0,N,Y,2/28/2019,Low Risk,7266
12565.97213,1,1,5,12565.97213,0,N,Y,2/28/2019,Low Risk,2867
28261.8718,45,1,5,28261.8718,0,N,N,2/28/2019,Low Risk,9397
21263.40305,37,1,9,21263.40305,0,N,Y,2/28/2019,Low Risk,2733
16869.07932,36,5,5,16869.07932,0,N,N,2/28/2019,Low Risk,8266
11930.72902,37,5,1,11930.72902,0,Y,Y,2/28/2019,Low Risk,6090
21479.49036,16,1,5,21479.49036,0,Y,N,2/28/2019,Low Risk,3474
23007.47726,32,1,1,23007.47726,0,Y,Y,2/28/2019,High Risk,4770
23735.01018,12,9,1,23735.01018,0,Y,Y,2/28/2019,Low Risk,3881
14460.88642,10,1,5,14460.88642,0,Y,Y,2/28/2019,Low Risk,3956
17691.24217,22,1,1,17691.24217,0,N,N,2/28/2019,Low Risk,8373
21089.93778,12,5,9,21089.93778,0,N,N,2/28/2019,Low Risk,8963
28077.34029,23,5,5,28077.34029,0,Y,N,2/28/2019,Low Risk,9134
13746.78075,1,1,5,13746.78075,0,Y,Y,2/28/2019,High Risk,9984
28096.72188,38,5,5,28096.72188,0,Y,N,2/28/2019,Low Risk,5995
13810.12305,26,5,9,13810.12305,0,N,Y,2/28/2019,Low Risk,9765
27700.49671,41,9,1,27700.49671,0,Y,N,2/28/2019,Low Risk,6305
22044.67129,27,5,1,22044.67129,0,N,Y,2/28/2019,Low Risk,3226
25893.30849,4,1,9,25893.30849,0,Y,N,2/28/2019,Low Risk,3664
22526.87031,16,9,9,22526.87031,0,Y,N,2/28/2019,Low Risk,5504
19213.86264,38,9,5,19213.86264,0,N,N,2/28/2019,Low Risk,6088
12614.85056,35,1,5,12614.85056,0,N,Y,2/28/2019,Low Risk,5571
15779.4479,18,5,5,15779.4479,0,Y,N,2/28/2019,Low Risk,4701
26297.05512,32,9,5,26297.05512,0,N,Y,2/28/2019,Low Risk,2841
19184.71922,32,1,9,19184.71922,0,Y,Y,2/28/2019,Low Risk,7503
16390.90603,22,5,5,16390.90603,0,N,N,2/28/2019,Low Risk,3945
18423.68011,7,9,1,18423.68011,0,Y,Y,2/28/2019,Low Risk,5316
21318.72458,18,1,9,21318.72458,0,N,Y,2/28/2019,Low Risk,1056
21910.01271,13,1,9,21910.01271,0,Y,N,2/28/2019,Low Risk,1535
26758.00876,31,1,5,26758.00876,0,N,N,2/28/2019,Low Risk,6372
21868.32276,16,1,9,21868.32276,0,Y,Y,2/28/2019,Low Risk,8135
17239.37141,9,1,5,17239.37141,0,Y,Y,2/28/2019,Low Risk,2296
24317.47309,44,5,1,24317.47309,0,Y,N,2/28/2019,Low Risk,9294
24863.0649,7,1,9,24863.0649,0,N,N,2/28/2019,Low Risk,6949
13009.99916,6,9,1,13009.99916,0,N,N,2/28/2019,Low Risk,6389
13823.84587,1,1,5,13823.84587,0,N,N,2/28/2019,High Risk,5397
10609.7257,6,9,1,10609.7257,0,Y,N,2/28/2019,Low Risk,7160
12669.98422,31,5,5,12669.98422,0,N,N,2/28/2019,Low Risk,6224
19598.17362,8,5,1,19598.17362,0,Y,Y,2/28/2019,Low Risk,2193
20500.35795,50,1,5,20500.35795,0,N,Y,2/28/2019,Low Risk,5250
17846.79328,29,9,5,17846.79328,0,N,Y,2/28/2019,Low Risk,6725
21190.79399,20,5,5,21190.79399,0,Y,Y,2/28/2019,Low Risk,4916
12730.37298,14,9,1,12730.37298,0,Y,Y,2/28/2019,Low Risk,3187
14808.18769,8,1,9,14808.18769,0,N,Y,2/28/2019,Low Risk,4125
22278.44562,38,5,9,22278.44562,0,N,Y,2/28/2019,Low Risk,9456
13331.38461,49,9,1,13331.38461,0,N,N,2/28/2019,Low Risk,3317
18894.67487,13,5,5,18894.67487,0,Y,N,2/28/2019,Low Risk,5104
27110.99698,24,1,5,27110.99698,0,N,N,2/28/2019,High Risk,6165
25623.81526,35,1,5,25623.81526,0,N,Y,2/28/2019,Low Risk,8487
26270.44712,42,9,9,26270.44712,0,Y,Y,2/28/2019,Low Risk,5074
17125.44041,16,9,9,17125.44041,0,N,Y,2/28/2019,Low Risk,4024
29445.07971,25,1,9,29445.07971,0,N,Y,2/28/2019,Low Risk,5528
11571.46621,12,1,1,11571.46621,0,Y,Y,2/28/2019,Low Risk,4537
24465.53083,15,5,9,24465.53083,0,N,N,2/28/2019,Low Risk,1416
23583.39576,10,9,1,23583.39576,0,Y,Y,2/28/2019,Low Risk,5130
17734.84357,31,1,5,17734.84357,0,N,N,2/28/2019,Low Risk,3159
13137.8487,43,5,5,13137.8487,0,Y,Y,2/28/2019,Low Risk,3231
15661.95403,22,1,9,15661.95403,0,N,N,2/28/2019,Low Risk,5469
29833.75014,9,1,5,29833.75014,0,N,Y,2/28/2019,Low Risk,6728
25504.21858,34,5,5,25504.21858,0,Y,Y,2/28/2019,Low Risk,6744
16759.75347,16,1,9,16759.75347,0,N,N,2/28/2019,Low Risk,4498
21180.42109,19,9,1,21180.42109,0,N,Y,2/28/2019,Low Risk,8780
17660.45227,7,1,9,17660.45227,0,N,N,2/28/2019,High Risk,6124
14136.77937,25,5,1,14136.77937,0,Y,Y,2/28/2019,Low Risk,6996
23532.33085,14,5,9,23532.33085,0,Y,Y,2/28/2019,Low Risk,2185
26648.89577,2,1,1,26648.89577,0,N,Y,2/28/2019,Low Risk,9935
28125.57222,30,9,5,28125.57222,0,N,Y,2/28/2019,High Risk,3588
19752.69118,6,5,9,19752.69118,0,Y,Y,2/28/2019,Low Risk,4645
26941.80811,49,1,5,26941.80811,0,N,N,2/28/2019,Low Risk,3160
24990.2129,10,5,5,24990.2129,0,Y,N,2/28/2019,Low Risk,9900
24887.09768,47,5,9,24887.09768,0,Y,Y,2/28/2019,High Risk,4032
28579.71273,15,1,5,28579.71273,0,Y,Y,2/28/2019,Low Risk,9255
12469.42244,43,5,1,12469.42244,0,N,N,2/28/2019,Low Risk,4335
16306.08868,23,9,9,16306.08868,0,Y,Y,2/28/2019,Low Risk,8776
14951.64223,19,5,9,14951.64223,0,N,Y,2/28/2019,Low Risk,6493
11287.25722,45,1,5,11287.25722,0,Y,N,2/28/2019,Low Risk,7151
27954.52482,9,5,5,27954.52482,0,Y,N,2/28/2019,Low Risk,2110
14624.49088,38,1,1,14624.49088,0,N,N,2/28/2019,Low Risk,3995
22566.92422,25,1,1,22566.92422,0,N,Y,2/28/2019,High Risk,9478
27505.1655,5,1,5,27505.1655,0,Y,N,2/28/2019,Low Risk,1408
28626.20381,37,5,1,28626.20381,0,Y,Y,2/28/2019,Low Risk,3426
14155.77856,30,1,5,14155.77856,0,Y,N,2/28/2019,Low Risk,9625
17549.20528,46,1,5,17549.20528,0,N,N,2/28/2019,Low Risk,4138
20784.44618,19,5,5,20784.44618,0,N,N,2/28/2019,Low Risk,2428
17772.87117,28,1,9,17772.87117,0,N,N,2/28/2019,Low Risk,5183
12379.53409,1,5,9,12379.53409,0,Y,N,2/28/2019,Low Risk,1318
11102.23215,48,5,5,11102.23215,0,N,N,2/28/2019,Low Risk,7538
21652.39067,20,1,9,21652.39067,0,Y,N,2/28/2019,Low Risk,1687
24548.7996,3,1,1,24548.7996,0,Y,Y,2/28/2019,Low Risk,4797
19873.82126,40,5,9,19873.82126,0,Y,N,2/28/2019,Low Risk,3674
27120.02828,42,5,5,27120.02828,0,Y,Y,2/28/2019,Low Risk,9570
22722.47086,50,1,9,22722.47086,0,N,N,2/28/2019,Low Risk,8464
27040.54685,18,5,1,27040.54685,0,N,N,2/28/2019,Low Risk,7925
11005.30385,2,5,5,11005.30385,0,N,N,2/28/2019,Low Risk,3462
28843.05169,21,9,1,28843.05169,0,Y,Y,2/28/2019,Low Risk,4510
27923.47083,7,5,5,27923.47083,0,Y,Y,2/28/2019,Low Risk,5212
10652.60968,42,9,9,10652.60968,0,Y,Y,2/28/2019,Low Risk,2181
29721.31003,15,1,1,29721.31003,0,Y,N,2/28/2019,Low Risk,2172
16050.3177,2,5,1,16050.3177,0,N,N,2/28/2019,High Risk,5141
17538.30753,36,5,9,17538.30753,0,N,N,2/28/2019,Low Risk,1500
20799.48344,13,5,1,20799.48344,0,N,Y,2/28/2019,Low Risk,7098
23433.90485,21,5,9,23433.90485,0,Y,Y,2/28/2019,Low Risk,7940
11822.28716,24,5,5,11822.28716,0,N,Y,2/28/2019,Low Risk,3336
28714.83459,42,5,9,28714.83459,0,N,Y,2/28/2019,Low Risk,8618
10765.15865,42,9,1,10765.15865,0,N,Y,2/28/2019,Low Risk,3090
19173.97123,45,9,9,19173.97123,0,N,Y,2/28/2019,Low Risk,5276
24758.81025,3,9,5,24758.81025,0,N,Y,2/28/2019,Low Risk,5716
19246.7235,16,9,9,19246.7235,0,N,Y,2/28/2019,Low Risk,4780
27708.81215,15,5,9,27708.81215,0,N,N,2/28/2019,High Risk,5021
15657.91876,5,9,5,15657.91876,0,Y,Y,2/28/2019,High Risk,5062
17095.30804,20,5,5,17095.30804,0,Y,Y,2/28/2019,High Risk,6955
20519.21397,19,5,9,20519.21397,0,Y,N,2/28/2019,Low Risk,8737
25573.52249,37,9,5,25573.52249,0,Y,Y,2/28/2019,High Risk,5666
12341.38706,23,1,9,12341.38706,0,Y,Y,2/28/2019,Low Risk,5718
10996.45751,7,1,9,10996.45751,0,Y,N,2/28/2019,Low Risk,1596
24358.97009,46,9,1,24358.97009,0,Y,N,2/28/2019,Low Risk,8665
24300.11139,37,1,1,24300.11139,0,N,N,2/28/2019,High Risk,4058
17350.89125,38,5,9,17350.89125,0,N,Y,2/28/2019,Low Risk,8698
18740.38811,1,9,5,18740.38811,0,N,N,2/28/2019,Low Risk,8330
26491.92267,47,1,1,26491.92267,0,N,N,2/28/2019,Low Risk,2429
26997.48001,46,1,1,26997.48001,0,Y,Y,2/28/2019,Low Risk,7309
10558.16799,22,9,5,10558.16799,0,N,N,2/28/2019,Low Risk,5509
29883.6585,15,9,5,29883.6585,0,N,N,2/28/2019,High Risk,3509
24826.71971,34,1,5,24826.71971,0,Y,Y,2/28/2019,High Risk,8446
12097.22008,33,5,5,12097.22008,0,N,N,2/28/2019,Low Risk,8039
18365.74169,13,5,1,18365.74169,0,N,Y,2/28/2019,Low Risk,3690
27496.54774,45,9,9,27496.54774,0,Y,Y,2/28/2019,Low Risk,9599
13602.34764,37,9,5,13602.34764,0,Y,Y,2/28/2019,Low Risk,9700
19974.88445,14,1,1,19974.88445,0,N,N,2/28/2019,Low Risk,7531
20707.83537,4,5,9,20707.83537,0,N,N,2/28/2019,Low Risk,1815
28862.04232,15,5,9,28862.04232,0,N,N,2/28/2019,Low Risk,7595
22913.14594,10,5,1,22913.14594,0,N,N,2/28/2019,Low Risk,1378
12285.5787,18,9,5,12285.5787,0,N,N,2/28/2019,High Risk,4785
19350.28412,15,1,5,19350.28412,0,N,N,2/28/2019,Low Risk,4541
28101.2861,24,5,9,28101.2861,0,Y,N,2/28/2019,Low Risk,9903
19980.19173,14,9,1,19980.19173,0,Y,N,2/28/2019,High Risk,8728
18877.79592,45,1,9,18877.79592,0,N,Y,2/28/2019,Low Risk,9631
17032.7909,48,1,9,17032.7909,0,N,N,2/28/2019,Low Risk,4386
21865.76024,6,5,5,21865.76024,0,N,Y,2/28/2019,Low Risk,7372
20400.28692,34,1,9,20400.28692,0,N,Y,2/28/2019,Low Risk,1260
21808.29365,25,1,5,21808.29365,0,N,Y,2/28/2019,High Risk,3975
12199.4973,32,9,1,12199.4973,0,N,N,2/28/2019,Low Risk,2644
21722.40412,44,1,9,21722.40412,0,N,N,2/28/2019,Low Risk,3704
25362.57161,44,9,1,25362.57161,0,N,Y,2/28/2019,Low Risk,9727
11254.72612,3,5,9,11254.72612,0,Y,Y,2/28/2019,High Risk,9602
28697.95071,16,1,5,28697.95071,0,N,Y,2/28/2019,Low Risk,5044
16218.34168,47,1,1,16218.34168,0,N,Y,2/28/2019,Low Risk,8623
14444.65406,43,5,1,14444.65406,0,Y,N,2/28/2019,Low Risk,6771
20354.63398,47,1,9,20354.63398,0,N,N,2/28/2019,Low Risk,2700
22490.25291,44,5,9,22490.25291,0,N,Y,2/28/2019,Low Risk,2131
13023.3774,10,1,1,13023.3774,0,Y,Y,2/28/2019,Low Risk,9500
25621.94163,13,5,1,25621.94163,0,N,Y,2/28/2019,Low Risk,6298
26178.63652,38,1,9,26178.63652,0,Y,Y,2/28/2019,Low Risk,8230
11079.23429,10,1,5,11079.23429,0,Y,N,2/28/2019,High Risk,9781
20549.21156,30,5,5,20549.21156,0,Y,Y,2/28/2019,Low Risk,8557
23564.36174,43,9,5,23564.36174,0,Y,Y,2/28/2019,High Risk,4862
10162.14052,44,1,9,10162.14052,0,Y,N,2/28/2019,Low Risk,9187
15448.09652,29,5,1,15448.09652,0,Y,N,2/28/2019,Low Risk,9328
24344.2602,13,9,5,24344.2602,0,Y,Y,2/28/2019,Low Risk,8771
13473.45631,37,5,9,13473.45631,0,Y,N,2/28/2019,High Risk,1826
28771.24723,6,1,5,28771.24723,0,N,N,2/28/2019,Low Risk,8113
28716.17602,37,1,5,28716.17602,0,Y,Y,2/28/2019,Low Risk,1259
25368.92011,33,1,1,25368.92011,0,N,Y,2/28/2019,Low Risk,1747
16799.74041,45,1,5,16799.74041,0,N,N,2/28/2019,Low Risk,3877
24009.59204,39,5,9,24009.59204,0,Y,N,2/28/2019,High Risk,5283
28612.81139,34,9,9,28612.81139,0,N,N,2/28/2019,High Risk,6238
28707.45943,44,5,1,28707.45943,0,N,N,2/28/2019,High Risk,8371
29510.85823,43,1,1,29510.85823,0,N,Y,2/28/2019,Low Risk,7209
22929.15386,3,9,9,22929.15386,0,Y,Y,2/28/2019,Low Risk,1743
17541.09523,18,1,5,17541.09523,0,Y,Y,2/28/2019,Low Risk,8523
10788.06512,39,5,5,10788.06512,0,N,Y,2/28/2019,Low Risk,7310
18471.15602,30,1,1,18471.15602,0,Y,N,2/28/2019,High Risk,5461
26730.6651,23,5,9,26730.6651,0,Y,N,2/28/2019,Low Risk,3128
23496.245,1,5,1,23496.245,0,N,Y,2/28/2019,Low Risk,2266
20381.72461,44,1,1,20381.72461,0,Y,N,2/28/2019,Low Risk,7841
11896.44432,50,5,9,11896.44432,0,N,Y,2/28/2019,Low Risk,6111
16423.83994,45,9,1,16423.83994,0,N,Y,2/28/2019,High Risk,9464
18353.01587,26,1,9,18353.01587,0,Y,Y,2/28/2019,Low Risk,8213
14025.15627,27,5,9,14025.15627,0,Y,Y,2/28/2019,Low Risk,1249
19677.19247,28,5,9,19677.19247,0,N,N,2/28/2019,Low Risk,3319
29234.0458,38,9,5,29234.0458,0,N,Y,2/28/2019,High Risk,2365
22198.62751,42,1,5,22198.62751,0,Y,N,2/28/2019,High Risk,7279
21989.17534,29,5,1,21989.17534,0,N,N,2/28/2019,Low Risk,1817
24462.09027,2,9,9,24462.09027,0,N,N,2/28/2019,Low Risk,7937
18953.82312,39,1,9,18953.82312,0,Y,Y,2/28/2019,Low Risk,7511
11848.86776,45,5,1,11848.86776,0,N,N,2/28/2019,Low Risk,5565
23201.88639,23,5,9,23201.88639,0,Y,N,2/28/2019,Low Risk,7071
17784.35237,8,1,9,17784.35237,0,N,Y,2/28/2019,Low Risk,3816
26310.45667,20,1,1,26310.45667,0,N,Y,2/28/2019,Low Risk,1070
23067.44455,40,1,9,23067.44455,0,Y,N,2/28/2019,Low Risk,8268
25608.39113,49,1,9,25608.39113,0,N,Y,2/28/2019,Low Risk,7715
21850.848,29,9,1,21850.848,0,Y,Y,2/28/2019,Low Risk,9295
25589.73927,41,1,9,25589.73927,0,Y,Y,2/28/2019,Low Risk,6167
15107.80791,34,5,9,15107.80791,0,Y,N,2/28/2019,Low Risk,1849
17107.03959,3,9,1,17107.03959,0,N,Y,2/28/2019,Low Risk,8495
18060.38046,27,5,5,18060.38046,0,N,Y,2/28/2019,Low Risk,6175
26453.73578,7,5,9,26453.73578,0,Y,N,2/28/2019,Low Risk,8443
25944.94296,16,5,9,25944.94296,0,N,Y,2/28/2019,Low Risk,6859
25027.65718,33,1,9,25027.65718,0,N,N,2/28/2019,Low Risk,8149
13205.01768,38,9,9,13205.01768,0,N,N,2/28/2019,Low Risk,9424
23325.28369,7,9,5,23325.28369,0,N,Y,2/28/2019,Low Risk,1096
28472.75167,11,5,9,28472.75167,0,Y,N,2/28/2019,Low Risk,3609
10729.51588,11,1,5,10729.51588,0,Y,N,2/28/2019,Low Risk,2888
21179.69056,31,1,1,21179.69056,0,Y,Y,2/28/2019,High Risk,7645
18747.65452,38,9,9,18747.65452,0,N,N,2/28/2019,Low Risk,3066
15145.93647,2,1,5,15145.93647,0,Y,N,2/28/2019,High Risk,6811
15554.9851,32,5,9,15554.9851,0,N,Y,2/28/2019,Low Risk,4792
11723.96703,15,5,5,11723.96703,0,N,N,2/28/2019,Low Risk,7440
18564.97354,43,9,1,18564.97354,0,Y,N,2/28/2019,High Risk,7422
22059.33314,45,1,1,22059.33314,0,Y,N,2/28/2019,Low Risk,4651
21962.95477,11,5,9,21962.95477,0,N,N,2/28/2019,High Risk,3353
22946.68123,19,9,5,22946.68123,0,N,N,2/28/2019,High Risk,6233
13212.02249,30,1,9,13212.02249,0,N,N,2/28/2019,Low Risk,9329
19554.69026,23,5,5,19554.69026,0,Y,N,2/28/2019,Low Risk,7646
14557.26365,1,1,1,14557.26365,0,Y,Y,2/28/2019,High Risk,9373
27284.85272,33,1,1,27284.85272,0,N,Y,2/28/2019,Low Risk,7946
20164.15428,5,1,1,20164.15428,0,N,Y,2/28/2019,High Risk,2589
16411.94964,17,9,5,16411.94964,0,Y,N,2/28/2019,Low Risk,4628
26358.40102,44,9,9,26358.40102,0,Y,N,2/28/2019,Low Risk,2135
12920.87971,20,1,5,12920.87971,0,N,N,2/28/2019,Low Risk,4655
22649.86023,23,1,1,22649.86023,0,N,N,2/28/2019,Low Risk,7778
13656.7494,48,1,1,13656.7494,0,N,Y,2/28/2019,Low Risk,6254
22912.55348,43,1,1,22912.55348,0,N,Y,2/28/2019,High Risk,9647
10590.92942,20,5,5,10590.92942,0,N,N,2/28/2019,Low Risk,3423
20024.11999,37,1,5,20024.11999,0,Y,Y,2/28/2019,Low Risk,9746
21780.87618,15,5,5,21780.87618,0,N,Y,2/28/2019,Low Risk,2026
23634.37857,46,1,5,23634.37857,0,Y,Y,2/28/2019,Low Risk,9874
16385.38735,28,1,1,16385.38735,0,N,Y,2/28/2019,High Risk,8834
22283.20029,10,5,5,22283.20029,0,N,Y,2/28/2019,High Risk,1583
12653.94432,1,1,1,12653.94432,0,N,Y,2/28/2019,Low Risk,9706
18514.49358,7,1,1,18514.49358,0,N,Y,2/28/2019,High Risk,1627
23253.08815,19,5,1,23253.08815,0,Y,N,2/28/2019,High Risk,6970
23037.39203,2,5,5,23037.39203,0,N,Y,2/28/2019,Low Risk,1820
17397.82563,41,1,5,17397.82563,0,N,N,2/28/2019,Low Risk,2144
21845.46793,32,9,5,21845.46793,0,N,N,2/28/2019,High Risk,1364
29918.99028,2,5,5,29918.99028,0,Y,N,2/28/2019,Low Risk,6803
12531.68729,12,5,5,12531.68729,0,N,Y,2/28/2019,High Risk,3726
11544.45364,41,5,9,11544.45364,0,Y,Y,2/28/2019,Low Risk,3621
28012.78204,23,1,5,28012.78204,0,N,Y,2/28/2019,Low Risk,6601
28407.16319,2,1,1,28407.16319,0,N,Y,2/28/2019,Low Risk,3870
28108.92112,6,1,5,28108.92112,0,N,Y,2/28/2019,Low Risk,1854
14463.62833,6,9,1,14463.62833,0,Y,Y,2/28/2019,Low Risk,1242
20234.75512,41,9,5,20234.75512,0,Y,Y,2/28/2019,High Risk,6908
16117.08359,32,9,9,16117.08359,0,N,Y,2/28/2019,Low Risk,2822
27805.92627,49,1,5,27805.92627,0,N,N,2/28/2019,High Risk,1253
12712.25655,18,1,1,12712.25655,0,Y,N,2/28/2019,Low Risk,6373
25547.79271,12,1,5,25547.79271,0,Y,N,2/28/2019,Low Risk,5940
10231.96929,9,1,9,10231.96929,0,N,N,2/28/2019,Low Risk,1168
14663.85307,9,9,5,14663.85307,0,Y,N,2/28/2019,Low Risk,1745
16881.97119,26,9,1,16881.97119,0,N,Y,2/28/2019,High Risk,4486
24773.41318,10,9,9,24773.41318,0,N,Y,2/28/2019,Low Risk,6453
16647.65684,44,1,5,16647.65684,0,N,Y,2/28/2019,Low Risk,8875
19386.64192,30,1,9,19386.64192,0,Y,Y,2/28/2019,High Risk,6331
26240.68587,34,5,5,26240.68587,0,Y,Y,2/28/2019,Low Risk,8416
24717.40085,14,1,5,24717.40085,0,Y,Y,2/28/2019,Low Risk,5146
19613.01832,1,9,9,19613.01832,0,Y,N,2/28/2019,Low Risk,4283
21582.34897,15,5,9,21582.34897,0,Y,N,2/28/2019,Low Risk,2571
23813.33157,43,5,5,23813.33157,0,N,N,2/28/2019,Low Risk,7575
18784.03451,15,5,9,18784.03451,0,N,Y,2/28/2019,Low Risk,1346
19682.8737,46,5,1,19682.8737,0,N,Y,2/28/2019,Low Risk,2889
21638.63799,30,5,1,21638.63799,0,Y,N,2/28/2019,High Risk,9319
24844.6623,18,1,9,24844.6623,0,Y,N,2/28/2019,Low Risk,7820
13750.9989,40,1,5,13750.9989,0,N,N,2/28/2019,Low Risk,4658
19572.47142,1,1,5,19572.47142,0,Y,N,2/28/2019,Low Risk,4563
28530.30991,5,1,5,28530.30991,0,N,Y,2/28/2019,Low Risk,1662
25631.8714,2,9,1,25631.8714,0,N,Y,2/28/2019,High Risk,7870
10735.39691,1,1,9,10735.39691,0,N,N,2/28/2019,Low Risk,6242
11137.75019,21,9,1,11137.75019,0,N,N,2/28/2019,Low Risk,4194
20194.87346,40,5,9,20194.87346,0,Y,N,2/28/2019,Low Risk,7400
25302.96128,41,5,5,25302.96128,0,N,N,2/28/2019,High Risk,9897
12199.83568,14,1,5,12199.83568,0,Y,Y,2/28/2019,Low Risk,1194
18250.19429,30,5,5,18250.19429,0,Y,N,2/28/2019,High Risk,4445
24617.23418,17,5,9,24617.23418,0,Y,Y,2/28/2019,Low Risk,7436
15885.62735,26,1,1,15885.62735,0,Y,Y,2/28/2019,High Risk,9232
11390.93258,41,9,1,11390.93258,0,N,Y,2/28/2019,Low Risk,2800
11740.59673,25,9,9,11740.59673,0,N,Y,2/28/2019,High Risk,7515
16656.82805,32,1,9,16656.82805,0,Y,Y,2/28/2019,Low Risk,6865
11423.14471,24,1,5,11423.14471,0,N,Y,2/28/2019,Low Risk,5603
29316.89518,35,5,9,29316.89518,0,Y,N,2/28/2019,Low Risk,1380
26045.09964,31,9,1,26045.09964,0,Y,N,2/28/2019,Low Risk,1799
28180.16326,22,1,1,28180.16326,0,Y,Y,2/28/2019,Low Risk,4019
22193.11154,17,5,5,22193.11154,0,Y,Y,2/28/2019,Low Risk,1477
17347.21481,41,5,9,17347.21481,0,Y,N,2/28/2019,Low Risk,3662
28085.57171,43,1,9,28085.57171,0,Y,N,2/28/2019,Low Risk,2192
24874.17747,49,5,1,24874.17747,0,Y,Y,2/28/2019,Low Risk,1865
13143.23266,15,1,1,13143.23266,0,Y,Y,2/28/2019,High Risk,9013
28447.92573,32,5,1,28447.92573,0,N,Y,2/28/2019,Low Risk,3572
19037.10821,25,5,9,19037.10821,0,Y,N,2/28/2019,Low Risk,3306
18024.59331,8,1,5,18024.59331,0,Y,N,2/28/2019,Low Risk,4389
21926.58739,20,1,5,21926.58739,0,Y,N,2/28/2019,Low Risk,7748
29415.73333,13,5,5,29415.73333,0,N,N,2/28/2019,Low Risk,3617
13444.11093,46,5,1,13444.11093,0,Y,Y,2/28/2019,Low Risk,7010
11293.04433,37,5,5,11293.04433,0,Y,N,2/28/2019,High Risk,8301
16315.40239,23,1,5,16315.40239,0,Y,N,2/28/2019,Low Risk,3973
14357.79423,6,9,1,14357.79423,0,N,Y,2/28/2019,Low Risk,9239
29804.87601,30,9,5,29804.87601,0,Y,Y,2/28/2019,Low Risk,5234
18601.06229,1,9,5,18601.06229,0,Y,Y,2/28/2019,High Risk,4140
28414.03371,4,1,5,28414.03371,0,Y,N,2/28/2019,Low Risk,6229
11669.28775,36,5,5,11669.28775,0,Y,N,2/28/2019,High Risk,4136
15985.94575,42,9,9,15985.94575,0,Y,N,2/28/2019,High Risk,5364
17375.14732,17,9,5,16451.15637,923.9909454,Y,Y,2/28/2019,Low Risk,7089
19893.14923,15,1,9,18316.8242,1576.32503,N,N,2/28/2019,Low Risk,4511
12336.0762,15,1,1,10830.76566,1505.310539,N,N,2/28/2019,High Risk,4276
11722.60389,39,5,9,10775.84419,946.7596956,N,N,2/28/2019,High Risk,5028
22062.87624,13,1,1,21129.98712,932.8891225,N,Y,2/28/2019,High Risk,3481
29370.36087,26,1,1,28316.74339,1053.617484,Y,N,2/28/2019,High Risk,2592
13672.46835,10,9,5,12360.00085,1312.467498,Y,N,2/28/2019,Low Risk,9282
15143.92702,32,5,9,14562.99115,580.9358688,Y,Y,2/28/2019,High Risk,4098
26308.23842,18,1,1,24908.26305,1399.975372,Y,N,2/28/2019,Low Risk,8730
13418.14514,9,1,1,12436.41513,981.7300092,Y,Y,2/28/2019,Low Risk,4198
19202.75858,27,1,5,18651.97727,550.7813144,Y,Y,2/28/2019,High Risk,2584
25173.34175,26,5,1,23762.54172,1410.800032,Y,Y,2/28/2019,Low Risk,3693
20858.13346,25,5,1,20173.48037,684.653095,N,N,2/28/2019,Low Risk,2715
29031.50956,48,9,1,28472.92225,558.5873102,N,N,2/28/2019,Low Risk,7286
14904.62964,47,9,5,13383.91189,1520.717749,Y,N,2/28/2019,Low Risk,8314
26989.7054,46,9,1,25573.5809,1416.124497,N,Y,2/28/2019,Low Risk,3092
24678.46577,10,5,9,24086.06684,592.3989314,Y,N,2/28/2019,High Risk,6216
10150.5107,6,1,1,8898.198879,1252.311821,Y,Y,2/28/2019,Low Risk,6903
23527.57381,5,1,9,22453.93264,1073.641166,N,N,2/28/2019,Low Risk,4761
26341.50705,22,5,1,25554.95656,786.5504866,Y,N,2/28/2019,Low Risk,1131
16214.10606,21,9,9,14815.4573,1398.648757,Y,N,2/28/2019,High Risk,9439
13986.51639,1,5,9,13388.47556,598.0408349,Y,Y,2/28/2019,High Risk,1272
29368.964,3,1,9,28758.90924,610.05476,N,N,2/28/2019,Low Risk,7454
22675.82123,12,1,1,21794.73888,881.0823515,Y,Y,2/28/2019,Low Risk,2439
22038.86936,8,5,1,21156.09282,882.7765363,N,Y,2/28/2019,High Risk,1471
11706.68359,12,9,5,10625.9021,1080.78149,N,Y,2/28/2019,Low Risk,9380
20708.63494,18,5,5,19795.00646,913.6284825,Y,Y,2/28/2019,High Risk,6292
14012.76172,22,1,5,13258.37418,754.3875359,N,N,2/28/2019,High Risk,4573
18768.67028,33,9,9,17281.93883,1486.731452,Y,Y,2/28/2019,Low Risk,4174
21499.8448,28,9,5,20409.01773,1090.827073,Y,Y,2/28/2019,High Risk,1548
21169.72475,40,1,9,19762.88634,1406.838414,N,N,2/28/2019,Low Risk,5810
16959.99767,17,5,9,16213.83822,746.1594518,Y,Y,2/28/2019,Low Risk,7199
